"region","nivå","kjønn","statistikkvariabel","år","antall"
"Østfold (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Østfold (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Østfold (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Østfold (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Østfold (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Halden (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",26194
"Halden (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Halden (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",10284
"Halden (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",39.5
"Halden (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",5919
"Halden (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.7
"Halden (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1622
"Halden (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.2
"Moss (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",41662
"Moss (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Moss (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",15443
"Moss (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37.3
"Moss (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",9584
"Moss (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.2
"Moss (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",3657
"Moss (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",8.8
"Sarpsborg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",47522
"Sarpsborg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Sarpsborg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",18913
"Sarpsborg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",40
"Sarpsborg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",10167
"Sarpsborg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.5
"Sarpsborg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",2298
"Sarpsborg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.9
"Fredrikstad (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",69515
"Fredrikstad (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Fredrikstad (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",26140
"Fredrikstad (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37.9
"Fredrikstad (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",16681
"Fredrikstad (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",24.2
"Fredrikstad (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",4965
"Fredrikstad (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.2
"Drammen (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",84233
"Drammen (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Drammen (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",29791
"Drammen (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",35.6
"Drammen (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",20098
"Drammen (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",24
"Drammen (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",7329
"Drammen (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",8.8
"Kongsberg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",22991
"Kongsberg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Kongsberg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",8202
"Kongsberg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",35.8
"Kongsberg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",6283
"Kongsberg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",27.5
"Kongsberg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",2659
"Kongsberg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",11.6
"Ringerike (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",26083
"Ringerike (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Ringerike (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",10457
"Ringerike (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",40.3
"Ringerike (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",5657
"Ringerike (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.8
"Ringerike (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1714
"Ringerike (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.6
"Hvaler (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4122
"Hvaler (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Hvaler (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1717
"Hvaler (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",41.8
"Hvaler (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",961
"Hvaler (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.4
"Hvaler (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",305
"Hvaler (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.4
"Aremark (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1133
"Aremark (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Aremark (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",538
"Aremark (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",47.6
"Aremark (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",194
"Aremark (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17.2
"Aremark (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",36
"Aremark (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.2
"Marker (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",3064
"Marker (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Marker (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1285
"Marker (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",42.2
"Marker (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",519
"Marker (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17
"Marker (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",121
"Marker (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4
"Indre Østfold (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",37338
"Indre Østfold (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Indre Østfold (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",15290
"Indre Østfold (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",41.2
"Indre Østfold (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",6910
"Indre Østfold (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",18.6
"Indre Østfold (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1913
"Indre Østfold (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.2
"Skiptvet (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",3124
"Skiptvet (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Skiptvet (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1363
"Skiptvet (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.8
"Skiptvet (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",523
"Skiptvet (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",16.8
"Skiptvet (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",101
"Skiptvet (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.2
"Rakkestad (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",6882
"Rakkestad (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Rakkestad (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",3065
"Rakkestad (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",44.8
"Rakkestad (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1134
"Rakkestad (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",16.6
"Rakkestad (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",243
"Rakkestad (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.6
"Råde (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",6302
"Råde (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Råde (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",2666
"Råde (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",42.5
"Råde (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1328
"Råde (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.2
"Råde (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",389
"Råde (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.2
"Våler (Viken) (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4586
"Våler (Viken) (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Våler (Viken) (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1997
"Våler (Viken) (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.7
"Våler (Viken) (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",959
"Våler (Viken) (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21
"Våler (Viken) (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",246
"Våler (Viken) (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.4
"Vestby (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",14796
"Vestby (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Vestby (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",5518
"Vestby (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37.5
"Vestby (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",3703
"Vestby (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",25.2
"Vestby (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1517
"Vestby (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",10.3
"Nordre Follo (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",48445
"Nordre Follo (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
